Calculation1,School,City,County/State/ Territory,Count,All,Female,Male
MARY STAR OF THE SEA HIGH SCH53200,MARY STAR OF THE SEA HIGH SCH,San Pedro,Los Angeles,Adm,29,16,13
MARY STAR OF THE SEA HIGH SCH53200,MARY STAR OF THE SEA HIGH SCH,San Pedro,Los Angeles,Enr,18,10,8
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,App,53,52,
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Adm,35,34,
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,Enr,8,8,
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,App,52,26,26
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,Adm,31,13,18
MATER DEI CATHOLIC HIGH SCHOOL51244,MATER DEI CATHOLIC HIGH SCHOOL,Chula Vista,San Diego,Enr,14,8,6
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,App,262,151,109
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Adm,120,70,50
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,Enr,66,39,27
MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,App,12,8,
MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,Adm,8,6,
MAYBECK HIGH SCHOOL52218,MAYBECK HIGH SCHOOL,Berkeley,Alameda,Enr,5,3,
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,App,54,54,
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,Adm,28,28,
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,Enr,8,8,
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,App,90,45,43
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Adm,42,24,17
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,Enr,10,4,5
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,App,28,28,
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,Adm,18,18,
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,Enr,10,10,
MERCY HIGH SCHOOL52570,MERCY HIGH SCHOOL,Red Bluff,Tehama,App,5,,
MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,App,31,30,
MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Adm,15,15,
MERCY HIGH SCHOOL52975,MERCY HIGH SCHOOL,San Francisco,San Francisco,Enr,8,8,
MID PENINSULA HIGH SCHOOL52346,MID PENINSULA HIGH SCHOOL,Menlo Park,San Mateo,App,5,,
MID PENINSULA HIGH SCHOOL52346,MID PENINSULA HIGH SCHOOL,Menlo Park,San Mateo,Adm,3,,
MIDLAND SCHOOL51865,MIDLAND SCHOOL,Los Olivos,Santa Barbara,App,9,6,
MIDLAND SCHOOL51865,MIDLAND SCHOOL,Los Olivos,Santa Barbara,Adm,4,,3
MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,App,70,36,31
MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Adm,42,21,19
MILKEN COMMUNITY SCHOOL51727,MILKEN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Enr,13,9,4
MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,App,39,22,16
MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,Adm,21,9,11
MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,Enr,8,5,3
MODESTO CHRISTIAN HS51990,MODESTO CHRISTIAN HS,Modesto,Stanislaus,App,8,5,
MODESTO CHRISTIAN HS51990,MODESTO CHRISTIAN HS,Modesto,Stanislaus,Adm,4,,
MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,App,87,40,46
MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,Adm,45,22,23
MONTE VISTA CHRISTIAN HS53705,MONTE VISTA CHRISTIAN HS,Watsonville,Santa Cruz,Enr,29,14,15
MONTEREY BAY ACADEMY53700,MONTEREY BAY ACADEMY,La Selva Beach,Santa Cruz,App,13,,9
MONTEREY BAY ACADEMY53700,MONTEREY BAY ACADEMY,La Selva Beach,Santa Cruz,Adm,8,4,4
MONTEREY BAY ACADEMY53700,MONTEREY BAY ACADEMY,La Selva Beach,Santa Cruz,Enr,4,,3
MOREAU CATHOLIC HIGH SCHOOL51156,MOREAU CATHOLIC HIGH SCHOOL,Hayward,Alameda,App,132,72,59
MOREAU CATHOLIC HIGH SCHOOL51156,MOREAU CATHOLIC HIGH SCHOOL,Hayward,Alameda,Adm,77,46,30
MOREAU CATHOLIC HIGH SCHOOL51156,MOREAU CATHOLIC HIGH SCHOOL,Hayward,Alameda,Enr,37,24,13
MOUNT MADONNA SCHOOL53711,MOUNT MADONNA SCHOOL,Watsonville,Santa Cruz,App,8,,5
MOUNT MADONNA SCHOOL53711,MOUNT MADONNA SCHOOL,Watsonville,Santa Cruz,Adm,5,3,
MOUNT MADONNA SCHOOL53711,MOUNT MADONNA SCHOOL,Watsonville,Santa Cruz,Enr,3,3,
MOUNTAIN VIEW ACADEMY52065,MOUNTAIN VIEW ACADEMY,Mountain View,Santa Clara,App,7,,
MOUNTAIN VIEW ACADEMY52065,MOUNTAIN VIEW ACADEMY,Mountain View,Santa Clara,Adm,6,4,
MOUNTAIN VIEW ACADEMY52065,MOUNTAIN VIEW ACADEMY,Mountain View,Santa Clara,Enr,5,3,
NEW COVENANT ACADEMY51729,NEW COVENANT ACADEMY,Los Angeles,Los Angeles,App,11,,7
NEW COVENANT ACADEMY51729,NEW COVENANT ACADEMY,Los Angeles,Los Angeles,Adm,11,4,7
NEW COVENANT ACADEMY51729,NEW COVENANT ACADEMY,Los Angeles,Los Angeles,Enr,6,,5
NEW ROADS SCHOOL53287,NEW ROADS SCHOOL,Santa Monica,Los Angeles,App,60,33,27
NEW ROADS SCHOOL53287,NEW ROADS SCHOOL,Santa Monica,Los Angeles,Adm,43,25,18
NEW ROADS SCHOOL53287,NEW ROADS SCHOOL,Santa Monica,Los Angeles,Enr,13,9,4
NEWBURY PARK ADVENTIST ACAD52115,NEWBURY PARK ADVENTIST ACAD,Newbury Park,Ventura,Adm,3,3,
NOTRE DAME ACADEMY51730,NOTRE DAME ACADEMY,Los Angeles,Los Angeles,App,56,56,
NOTRE DAME ACADEMY51730,NOTRE DAME ACADEMY,Los Angeles,Los Angeles,Adm,29,29,
NOTRE DAME ACADEMY51730,NOTRE DAME ACADEMY,Los Angeles,Los Angeles,Enr,12,12,
NOTRE DAME HIGH SCHOOL50275,NOTRE DAME HIGH SCHOOL,Belmont,San Mateo,App,52,51,
NOTRE DAME HIGH SCHOOL50275,NOTRE DAME HIGH SCHOOL,Belmont,San Mateo,Adm,23,23,
NOTRE DAME HIGH SCHOOL50275,NOTRE DAME HIGH SCHOOL,Belmont,San Mateo,Enr,7,7,
NOTRE DAME HIGH SCHOOL52663,NOTRE DAME HIGH SCHOOL,Riverside,Riverside,App,76,37,39
NOTRE DAME HIGH SCHOOL52663,NOTRE DAME HIGH SCHOOL,Riverside,Riverside,Adm,43,25,18
NOTRE DAME HIGH SCHOOL52663,NOTRE DAME HIGH SCHOOL,Riverside,Riverside,Enr,27,14,13
NOTRE DAME HIGH SCHOOL52748,NOTRE DAME HIGH SCHOOL,Salinas,Monterey,App,19,19,
NOTRE DAME HIGH SCHOOL52748,NOTRE DAME HIGH SCHOOL,Salinas,Monterey,Adm,9,9,
NOTRE DAME HIGH SCHOOL52748,NOTRE DAME HIGH SCHOOL,Salinas,Monterey,Enr,3,3,
NOTRE DAME HIGH SCHOOL53095,NOTRE DAME HIGH SCHOOL,San Jose,Santa Clara,App,107,105,
NOTRE DAME HIGH SCHOOL53095,NOTRE DAME HIGH SCHOOL,San Jose,Santa Clara,Adm,67,65,
NOTRE DAME HIGH SCHOOL53095,NOTRE DAME HIGH SCHOOL,San Jose,Santa Clara,Enr,31,31,
NOTRE DAME HIGH SCHOOL53370,NOTRE DAME HIGH SCHOOL,Sherman Oaks,Los Angeles,App,160,94,65
NOTRE DAME HIGH SCHOOL53370,NOTRE DAME HIGH SCHOOL,Sherman Oaks,Los Angeles,Adm,89,54,34
NOTRE DAME HIGH SCHOOL53370,NOTRE DAME HIGH SCHOOL,Sherman Oaks,Los Angeles,Enr,42,25,16
NUEVA SCHOOL51213,NUEVA SCHOOL,San Mateo,San Mateo,App,38,17,18
NUEVA SCHOOL51213,NUEVA SCHOOL,San Mateo,San Mateo,Adm,23,10,11
OAK GROVE SCHOOL52261,OAK GROVE SCHOOL,Ojai,Ventura,App,8,,
OAK GROVE SCHOOL52261,OAK GROVE SCHOOL,Ojai,Ventura,Adm,6,3,3
OAK GROVE SCHOOL52261,OAK GROVE SCHOOL,Ojai,Ventura,Enr,4,,
OAKS CHRISTIAN SCHOOL53746,OAKS CHRISTIAN SCHOOL,Westlake Village,Ventura,App,102,47,55
OAKS CHRISTIAN SCHOOL53746,OAKS CHRISTIAN SCHOOL,Westlake Village,Ventura,Adm,58,27,31
OAKS CHRISTIAN SCHOOL53746,OAKS CHRISTIAN SCHOOL,Westlake Village,Ventura,Enr,20,8,12
OAKWOOD SCHOOL52042,OAKWOOD SCHOOL,Morgan Hill,Santa Clara,App,26,12,14
OAKWOOD SCHOOL52042,OAKWOOD SCHOOL,Morgan Hill,Santa Clara,Adm,18,9,9
OAKWOOD SCHOOL52042,OAKWOOD SCHOOL,Morgan Hill,Santa Clara,Enr,9,3,6
OAKWOOD SCHOOL52146,OAKWOOD SCHOOL,North Hollywood,Los Angeles,App,47,24,22
OAKWOOD SCHOOL52146,OAKWOOD SCHOOL,North Hollywood,Los Angeles,Adm,30,17,12
OAKWOOD SCHOOL52146,OAKWOOD SCHOOL,North Hollywood,Los Angeles,Enr,5,,
OCEAN VIEW CHRISTIAN ACADEMY51248,OCEAN VIEW CHRISTIAN ACADEMY,San Diego,San Diego,App,5,,
OCEAN VIEW CHRISTIAN ACADEMY51248,OCEAN VIEW CHRISTIAN ACADEMY,San Diego,San Diego,Adm,4,,3
OJAI VALLEY SCHOOL52262,OJAI VALLEY SCHOOL,Ojai,Ventura,App,10,5,5
OJAI VALLEY SCHOOL52262,OJAI VALLEY SCHOOL,Ojai,Ventura,Adm,9,4,5
OJAI VALLEY SCHOOL52262,OJAI VALLEY SCHOOL,Ojai,Ventura,Enr,6,,4
ONTARIO CHRISTIAN HIGH SCHOOL52278,ONTARIO CHRISTIAN HIGH SCHOOL,Ontario,San Bernardino,App,27,17,10
ONTARIO CHRISTIAN HIGH SCHOOL52278,ONTARIO CHRISTIAN HIGH SCHOOL,Ontario,San Bernardino,Adm,15,11,4
ONTARIO CHRISTIAN HIGH SCHOOL52278,ONTARIO CHRISTIAN HIGH SCHOOL,Ontario,San Bernardino,Enr,6,4,
ORANGEWOOD ADVENTIST ACADEMY51031,ORANGEWOOD ADVENTIST ACADEMY,Garden Grove,Orange,App,9,,7
ORANGEWOOD ADVENTIST ACADEMY51031,ORANGEWOOD ADVENTIST ACADEMY,Garden Grove,Orange,Adm,5,,4
ORANGEWOOD ADVENTIST ACADEMY51031,ORANGEWOOD ADVENTIST ACADEMY,Garden Grove,Orange,Enr,3,,
ORINDA ACADEMY52309,ORINDA ACADEMY,Orinda,Contra Costa,App,7,,
ORINDA ACADEMY52309,ORINDA ACADEMY,Orinda,Contra Costa,Adm,4,,3
ORINDA ACADEMY52309,ORINDA ACADEMY,Orinda,Contra Costa,Enr,4,,3
PACIFIC ACADEMY IRVINE54554,PACIFIC ACADEMY IRVINE,Irvine,Orange,App,16,13,
PACIFIC ACADEMY IRVINE54554,PACIFIC ACADEMY IRVINE,Irvine,Orange,Adm,15,12,3
PACIFIC ACADEMY IRVINE54554,PACIFIC ACADEMY IRVINE,Irvine,Orange,Enr,11,8,3
PACIFIC ACADEMY50857,PACIFIC ACADEMY,Encinitas,San Diego,App,6,,
PACIFIC ACADEMY50857,PACIFIC ACADEMY,Encinitas,San Diego,Adm,5,3,
PACIFIC ACADEMY50857,PACIFIC ACADEMY,Encinitas,San Diego,Enr,3,,
PACIFIC BAY CHRISTIAN SCHOOL52311,PACIFIC BAY CHRISTIAN SCHOOL,Pacifica,San Mateo,App,20,12,7
PACIFIC BAY CHRISTIAN SCHOOL52311,PACIFIC BAY CHRISTIAN SCHOOL,Pacifica,San Mateo,Adm,9,7,
PACIFIC BAY CHRISTIAN SCHOOL52311,PACIFIC BAY CHRISTIAN SCHOOL,Pacifica,San Mateo,Enr,5,4,
PACIFIC RIDGE SCHOOL50449,PACIFIC RIDGE SCHOOL,Carlsbad,San Diego,App,55,21,32
PACIFIC RIDGE SCHOOL50449,PACIFIC RIDGE SCHOOL,Carlsbad,San Diego,Adm,36,12,22
PACIFIC RIDGE SCHOOL50449,PACIFIC RIDGE SCHOOL,Carlsbad,San Diego,Enr,12,4,7
PACIFIC UNION COLLEGE PREP SCH50105,PACIFIC UNION COLLEGE PREP SCH,Angwin,Napa,App,5,5,
PACIFICA CHRISTIAN HS ORANGE54827,PACIFICA CHRISTIAN HS ORANGE,Newport Beach,Orange,App,6,6,
PACIFICA CHRISTIAN HS ORANGE54827,PACIFICA CHRISTIAN HS ORANGE,Newport Beach,Orange,Adm,4,4,
PACIFICA CHRISTIAN HS54005,PACIFICA CHRISTIAN HS,Santa Monica,Los Angeles,App,33,16,17
PACIFICA CHRISTIAN HS54005,PACIFICA CHRISTIAN HS,Santa Monica,Los Angeles,Adm,18,11,7
PACIFICA CHRISTIAN HS54005,PACIFICA CHRISTIAN HS,Santa Monica,Los Angeles,Enr,9,7,
PALMA HIGH SCHOOL52745,PALMA HIGH SCHOOL,Salinas,Monterey,App,36,,36
PALMA HIGH SCHOOL52745,PALMA HIGH SCHOOL,Salinas,Monterey,Adm,18,,18
PALMA HIGH SCHOOL52745,PALMA HIGH SCHOOL,Salinas,Monterey,Enr,7,,7
PARACLETE HIGH SCHOOL51356,PARACLETE HIGH SCHOOL,Lancaster,Los Angeles,App,70,41,28
PARACLETE HIGH SCHOOL51356,PARACLETE HIGH SCHOOL,Lancaster,Los Angeles,Adm,38,20,17
PARACLETE HIGH SCHOOL51356,PARACLETE HIGH SCHOOL,Lancaster,Los Angeles,Enr,16,8,8
PILGRIM SCHOOL51752,PILGRIM SCHOOL,Los Angeles,Los Angeles,App,19,6,13
PILGRIM SCHOOL51752,PILGRIM SCHOOL,Los Angeles,Los Angeles,Adm,8,,6
PILGRIM SCHOOL51752,PILGRIM SCHOOL,Los Angeles,Los Angeles,Enr,3,,
PINEWOOD SCHOOL51512,PINEWOOD SCHOOL,Los Altos Hills,Santa Clara,App,30,20,10
PINEWOOD SCHOOL51512,PINEWOOD SCHOOL,Los Altos Hills,Santa Clara,Adm,19,14,5
PINEWOOD SCHOOL51512,PINEWOOD SCHOOL,Los Altos Hills,Santa Clara,Enr,7,6,
POLYTECHNIC SCHOOL52402,POLYTECHNIC SCHOOL,Pasadena,Los Angeles,App,55,22,32
POLYTECHNIC SCHOOL52402,POLYTECHNIC SCHOOL,Pasadena,Los Angeles,Adm,37,14,22
POLYTECHNIC SCHOOL52402,POLYTECHNIC SCHOOL,Pasadena,Los Angeles,Enr,6,4,
POMONA CATHOLIC HIGH SCHOOL52504,POMONA CATHOLIC HIGH SCHOOL,Pomona,Los Angeles,App,16,16,
POMONA CATHOLIC HIGH SCHOOL52504,POMONA CATHOLIC HIGH SCHOOL,Pomona,Los Angeles,Adm,7,7,
PRESENTATION HIGH SCHOOL53097,PRESENTATION HIGH SCHOOL,San Jose,Santa Clara,App,101,101,
PRESENTATION HIGH SCHOOL53097,PRESENTATION HIGH SCHOOL,San Jose,Santa Clara,Adm,59,59,
PRESENTATION HIGH SCHOOL53097,PRESENTATION HIGH SCHOOL,San Jose,Santa Clara,Enr,25,25,
PROVIDENCE HALL54239,PROVIDENCE HALL,Santa Barbara,Santa Barbara,App,5,,
PROVIDENCE HIGH SCHOOL50402,PROVIDENCE HIGH SCHOOL,Burbank,Los Angeles,App,58,32,25
PROVIDENCE HIGH SCHOOL50402,PROVIDENCE HIGH SCHOOL,Burbank,Los Angeles,Adm,30,14,16
PROVIDENCE HIGH SCHOOL50402,PROVIDENCE HIGH SCHOOL,Burbank,Los Angeles,Enr,14,8,6
QUARRY LANE SCHOOL50903,QUARRY LANE SCHOOL,Dublin,Alameda,App,47,21,26
QUARRY LANE SCHOOL50903,QUARRY LANE SCHOOL,Dublin,Alameda,Adm,41,19,22
QUARRY LANE SCHOOL50903,QUARRY LANE SCHOOL,Dublin,Alameda,Enr,20,9,11
RAMONA CONVENT SECONDARY SCH50060,RAMONA CONVENT SECONDARY SCH,Alhambra,Los Angeles,App,40,40,
RAMONA CONVENT SECONDARY SCH50060,RAMONA CONVENT SECONDARY SCH,Alhambra,Los Angeles,Adm,13,13,
RAMONA CONVENT SECONDARY SCH50060,RAMONA CONVENT SECONDARY SCH,Alhambra,Los Angeles,Enr,8,8,
RANCHO CHRISTIAN HIGH SCHOOL54418,RANCHO CHRISTIAN HIGH SCHOOL,Temecula,Riverside,App,23,8,15
RANCHO CHRISTIAN HIGH SCHOOL54418,RANCHO CHRISTIAN HIGH SCHOOL,Temecula,Riverside,Adm,9,3,6
RANCHO CHRISTIAN HIGH SCHOOL54418,RANCHO CHRISTIAN HIGH SCHOOL,Temecula,Riverside,Enr,5,,3
REDLANDS ADVENTIST ACADEMY52957,REDLANDS ADVENTIST ACADEMY,Redlands,San Bernardino,App,6,,
REDLANDS ADVENTIST ACADEMY52957,REDLANDS ADVENTIST ACADEMY,Redlands,San Bernardino,Adm,6,3,3
REDWOOD CHRISTIAN JR-SR HS50499,REDWOOD CHRISTIAN JR-SR HS,San Lorenzo,Alameda,App,24,8,16
REDWOOD CHRISTIAN JR-SR HS50499,REDWOOD CHRISTIAN JR-SR HS,San Lorenzo,Alameda,Adm,19,6,13
REDWOOD CHRISTIAN JR-SR HS50499,REDWOOD CHRISTIAN JR-SR HS,San Lorenzo,Alameda,Enr,11,4,7
RENAISSANCE SCHOOL ARTS & SCI54419,RENAISSANCE SCHOOL ARTS & SCI,San Pedro,Los Angeles,Adm,3,,
RIBET ACADEMY51058,RIBET ACADEMY,Los Angeles,Los Angeles,App,17,7,10
RIBET ACADEMY51058,RIBET ACADEMY,Los Angeles,Los Angeles,Adm,13,6,7
RIBET ACADEMY51058,RIBET ACADEMY,Los Angeles,Los Angeles,Enr,6,,4
RINCON VALLEY CHRISTIAN SCHOOL53324,RINCON VALLEY CHRISTIAN SCHOOL,Santa Rosa,Sonoma,Adm,3,3,
RINCON VALLEY CHRISTIAN SCHOOL53324,RINCON VALLEY CHRISTIAN SCHOOL,Santa Rosa,Sonoma,Enr,3,3,
RIO HONDO PREP SCHOOL50133,RIO HONDO PREP SCHOOL,Arcadia,Los Angeles,App,12,5,7
RIO HONDO PREP SCHOOL50133,RIO HONDO PREP SCHOOL,Arcadia,Los Angeles,Adm,8,4,4
RIO HONDO PREP SCHOOL50133,RIO HONDO PREP SCHOOL,Arcadia,Los Angeles,Enr,4,,
RIO LINDO ACADEMY51155,RIO LINDO ACADEMY,Healdsburg,Sonoma,App,5,,
RIO LINDO ACADEMY51155,RIO LINDO ACADEMY,Healdsburg,Sonoma,Adm,4,3,
ROBERT L STEVENSON HIGH SCHOOL52435,ROBERT L STEVENSON HIGH SCHOOL,Pebble Beach,Monterey,App,76,36,37
ROBERT L STEVENSON HIGH SCHOOL52435,ROBERT L STEVENSON HIGH SCHOOL,Pebble Beach,Monterey,Adm,52,24,27
ROBERT L STEVENSON HIGH SCHOOL52435,ROBERT L STEVENSON HIGH SCHOOL,Pebble Beach,Monterey,Enr,13,6,7
ROCK ACADEMY54186,ROCK ACADEMY,San Diego,San Diego,App,5,5,
ROCK ACADEMY54186,ROCK ACADEMY,San Diego,San Diego,Adm,3,3,
ROLLING HILLS PREP SCHOOL52681,ROLLING HILLS PREP SCHOOL,San Pedro,Los Angeles,App,16,8,8
ROLLING HILLS PREP SCHOOL52681,ROLLING HILLS PREP SCHOOL,San Pedro,Los Angeles,Adm,13,6,7
ROLLING HILLS PREP SCHOOL52681,ROLLING HILLS PREP SCHOOL,San Pedro,Los Angeles,Enr,6,3,3
ROSARY ACADEMY51007,ROSARY ACADEMY,Fullerton,Orange,App,50,50,
ROSARY ACADEMY51007,ROSARY ACADEMY,Fullerton,Orange,Adm,30,30,
ROSARY ACADEMY51007,ROSARY ACADEMY,Fullerton,Orange,Enr,13,13,
ROSE AND ALEX PILIBOS ARMENIAN51758,ROSE AND ALEX PILIBOS ARMENIAN,Los Angeles,Los Angeles,App,43,25,18
ROSE AND ALEX PILIBOS ARMENIAN51758,ROSE AND ALEX PILIBOS ARMENIAN,Los Angeles,Los Angeles,Adm,18,12,6
ROSE AND ALEX PILIBOS ARMENIAN51758,ROSE AND ALEX PILIBOS ARMENIAN,Los Angeles,Los Angeles,Enr,10,6,4
SACRAMENTO ADVENTIST ACADEMY50483,SACRAMENTO ADVENTIST ACADEMY,Carmichael,Sacramento,App,11,,7
SACRAMENTO ADVENTIST ACADEMY50483,SACRAMENTO ADVENTIST ACADEMY,Carmichael,Sacramento,Adm,8,4,4
SACRAMENTO ADVENTIST ACADEMY50483,SACRAMENTO ADVENTIST ACADEMY,Carmichael,Sacramento,Enr,7,3,4
SACRAMENTO COUNTRY DAY SCHOOL52733,SACRAMENTO COUNTRY DAY SCHOOL,Sacramento,Sacramento,App,22,13,9
SACRAMENTO COUNTRY DAY SCHOOL52733,SACRAMENTO COUNTRY DAY SCHOOL,Sacramento,Sacramento,Adm,18,12,6
SACRAMENTO COUNTRY DAY SCHOOL52733,SACRAMENTO COUNTRY DAY SCHOOL,Sacramento,Sacramento,Enr,7,6,
SACRAMENTO WALDORF SCHOOL50920,SACRAMENTO WALDORF SCHOOL,Fair Oaks,Sacramento,App,19,12,6
SACRAMENTO WALDORF SCHOOL50920,SACRAMENTO WALDORF SCHOOL,Fair Oaks,Sacramento,Adm,9,4,5
SACRAMENTO WALDORF SCHOOL50920,SACRAMENTO WALDORF SCHOOL,Fair Oaks,Sacramento,Enr,3,,
SACRED HEART CATHEDRAL PREP53005,SACRED HEART CATHEDRAL PREP,San Francisco,San Francisco,App,184,88,95
SACRED HEART CATHEDRAL PREP53005,SACRED HEART CATHEDRAL PREP,San Francisco,San Francisco,Adm,101,47,54
SACRED HEART CATHEDRAL PREP53005,SACRED HEART CATHEDRAL PREP,San Francisco,San Francisco,Enr,42,22,20
SACRED HEART HIGH SCHOOL51760,SACRED HEART HIGH SCHOOL,Los Angeles,Los Angeles,App,32,32,
SACRED HEART HIGH SCHOOL51760,SACRED HEART HIGH SCHOOL,Los Angeles,Los Angeles,Adm,18,18,
SACRED HEART HIGH SCHOOL51760,SACRED HEART HIGH SCHOOL,Los Angeles,Los Angeles,Enr,8,8,
SACRED HEART PREPARATORY SCH51955,SACRED HEART PREPARATORY SCH,Atherton,San Mateo,App,71,35,35
SACRED HEART PREPARATORY SCH51955,SACRED HEART PREPARATORY SCH,Atherton,San Mateo,Adm,40,20,19
SACRED HEART PREPARATORY SCH51955,SACRED HEART PREPARATORY SCH,Atherton,San Mateo,Enr,8,4,4
SADDLEBACK VALLEY CHRSTN SCH53144,SADDLEBACK VALLEY CHRSTN SCH,San Juan Capistrano,Orange,App,19,10,9
SADDLEBACK VALLEY CHRSTN SCH53144,SADDLEBACK VALLEY CHRSTN SCH,San Juan Capistrano,Orange,Adm,16,8,8
SADDLEBACK VALLEY CHRSTN SCH53144,SADDLEBACK VALLEY CHRSTN SCH,San Juan Capistrano,Orange,Enr,7,,5
SAGE HILL SCHOOL52124,SAGE HILL SCHOOL,Newport Coast,Orange,App,81,39,39
SAGE HILL SCHOOL52124,SAGE HILL SCHOOL,Newport Coast,Orange,Adm,54,23,29
SAGE HILL SCHOOL52124,SAGE HILL SCHOOL,Newport Coast,Orange,Enr,15,7,7
SAINT ANTHONY HIGH SCHOOL51500,SAINT ANTHONY HIGH SCHOOL,Long Beach,Los Angeles,App,45,24,21
SAINT ANTHONY HIGH SCHOOL51500,SAINT ANTHONY HIGH SCHOOL,Long Beach,Los Angeles,Adm,22,12,10
SAINT ANTHONY HIGH SCHOOL51500,SAINT ANTHONY HIGH SCHOOL,Long Beach,Los Angeles,Enr,5,3,
SAINT AUGUSTINE HIGH SCHOOL52880,SAINT AUGUSTINE HIGH SCHOOL,San Diego,San Diego,App,74,,74
SAINT AUGUSTINE HIGH SCHOOL52880,SAINT AUGUSTINE HIGH SCHOOL,San Diego,San Diego,Adm,42,,42
SAINT AUGUSTINE HIGH SCHOOL52880,SAINT AUGUSTINE HIGH SCHOOL,San Diego,San Diego,Enr,25,,25
SAINT BERNARD HIGH SCHOOL52487,SAINT BERNARD HIGH SCHOOL,Playa Del Rey,Los Angeles,App,39,18,21
SAINT BERNARD HIGH SCHOOL52487,SAINT BERNARD HIGH SCHOOL,Playa Del Rey,Los Angeles,Adm,17,10,7
SAINT BERNARD HIGH SCHOOL52487,SAINT BERNARD HIGH SCHOOL,Playa Del Rey,Los Angeles,Enr,8,4,4
SAINT BONAVENTURE HIGH SCHOOL53650,SAINT BONAVENTURE HIGH SCHOOL,Ventura,Ventura,App,20,15,5
SAINT BONAVENTURE HIGH SCHOOL53650,SAINT BONAVENTURE HIGH SCHOOL,Ventura,Ventura,Adm,11,8,3
SAINT BONAVENTURE HIGH SCHOOL53650,SAINT BONAVENTURE HIGH SCHOOL,Ventura,Ventura,Enr,7,5,
SAINT FRANCIS HIGH SCHOOL51311,SAINT FRANCIS HIGH SCHOOL,La Canada,Los Angeles,App,69,,67
SAINT FRANCIS HIGH SCHOOL51311,SAINT FRANCIS HIGH SCHOOL,La Canada,Los Angeles,Adm,38,,37
SAINT FRANCIS HIGH SCHOOL51311,SAINT FRANCIS HIGH SCHOOL,La Canada,Los Angeles,Enr,13,,13
SAINT FRANCIS HIGH SCHOOL52077,SAINT FRANCIS HIGH SCHOOL,Mountain View,Santa Clara,App,223,121,99
SAINT FRANCIS HIGH SCHOOL52077,SAINT FRANCIS HIGH SCHOOL,Mountain View,Santa Clara,Adm,120,66,54
SAINT FRANCIS HIGH SCHOOL52077,SAINT FRANCIS HIGH SCHOOL,Mountain View,Santa Clara,Enr,40,22,18
SAINT FRANCIS HIGH SCHOOL52698,SAINT FRANCIS HIGH SCHOOL,Sacramento,Sacramento,App,107,104,
SAINT FRANCIS HIGH SCHOOL52698,SAINT FRANCIS HIGH SCHOOL,Sacramento,Sacramento,Adm,53,52,
SAINT FRANCIS HIGH SCHOOL52698,SAINT FRANCIS HIGH SCHOOL,Sacramento,Sacramento,Enr,24,24,
